Grupo,Participante,Minuto,C3,C4,CZ,EMG,F3,F4,F7,F8,FP1,FP2,FZ,LOG,O1,O2,P3,P4,PZ,ROG,T3,T4,T5,T6
0,EMV,31,1.4941855753420392,1.4860438928377964,1.4483984942690522,1.4911437851053135,1.5091818950799953,1.4815621241555217,1.4895428215027668,1.464616495793559,1.4135417243519501,1.3225027678326007,1.459407255022104,1.2316208649244118,1.4148494666172853,1.4565910086031706,1.4593864292638707,1.4515370615230534,1.4550695020319722,1.2953466146721746,1.4991205342600589,1.4858870589153563,1.4735626721977728,1.4517029417400162
0,EMV,32,1.4412752511123634,1.4577347541722208,1.4183793476944553,1.5043105290277385,1.4216714668967911,1.3737828813850057,1.3861949795786934,1.3142931779712703,1.1831394157037858,1.1780633866262755,1.3104266056687772,1.1393729657463714,1.4465057836567734,1.4587850982172015,1.4567323593665442,1.436653089724524,1.4354820788986085,1.2387579897018328,1.5052731767115206,1.4486113068827684,1.4796602580170637,1.4420452791162433
0,EMV,33,1.3824603234480881,1.4066770753761808,1.3451125794743666,0.923111304539886,1.4563263443524423,1.3867861372980477,1.4037898034864147,1.3249588277068922,1.267334026575288,1.2456976171116887,1.3269097865692727,1.1958742706819665,1.3979951318256336,1.3943890839067703,1.388957846716608,1.349706433274256,1.3383332183072516,1.1595609903889152,1.4439393041494704,1.3893312912017088,1.4388378621520284,1.3733308735477363
0,EMV,34,1.4574407831824225,1.472116783875954,1.3929374049069123,1.440813056478481,1.4761540765065457,1.4031232108082097,1.4288645704361989,1.3419003912215757,1.2346357734234998,1.2009977981332949,1.3549387074199266,1.1210116312380465,1.4231273215860114,1.4538092728860803,1.4376408826588316,1.407067711144091,1.404197242273983,1.1931387992538212,1.4911708918944622,1.4613692068381121,1.4600265741817857,1.4632901132664051
0,EMV,35,1.4409122276370474,1.484137699585776,1.4022922791477186,1.5161487700646084,1.4508817824248454,1.4385154655059533,1.4569278391867482,1.3989995686337717,1.138627652860141,1.1488546375240642,1.3758915622176364,1.0351636881789548,1.4364286632930465,1.4406530637131074,1.4399756482196722,1.424073372305175,1.4320754663729476,1.1127176322523606,1.4830320255592935,1.4603526409747984,1.471157522603865,1.447599185385795
0,EMV,36,1.4012640883461065,1.4094780659098725,1.3565014512901254,1.0862647996204617,1.4329348603519385,1.3887619888000111,1.383647778690355,1.3004456385712364,1.3719777375387268,1.317720763046591,1.3317546383995684,1.20937260541419,1.3711178458980098,1.3720744116554418,1.3597090862215215,1.384311333541546,1.3878175597927336,1.1242134530825607,1.4191973505256241,1.3921879333956366,1.399545358415686,1.4095734101759063
0,EMV,37,1.497334294787523,1.4881632524288766,1.4505389017794528,1.5029759985079614,1.5081375265778725,1.4850720954795897,1.5163419383600456,1.4676264291483254,1.4507418838691353,1.3293819673391742,1.4617745174067291,1.3011047815408177,1.419410475404318,1.452828374276595,1.4701264136017542,1.456886832404961,1.456487293896248,1.2969996615659294,1.5003825591479398,1.4854427085086392,1.47191462505799,1.4490188947465446
0,EMV,38,1.4469968542667253,1.4315131824925476,1.3922437401395489,1.2479661516491634,1.4508396089353102,1.4290402452048996,1.3930749291802982,1.3584876259092573,1.2231811076551482,1.2132310566294209,1.329058984740777,1.122742699412565,1.4496435321416679,1.4371034673977183,1.4267582914394992,1.4287263340868852,1.397827052320895,1.14972538453288,1.4872036526078696,1.4577151773693122,1.483560681358303,1.4287981155570173
0,EMV,39,1.3806992507558642,1.4232828577545789,1.4417046208840074,1.452554794414878,1.4208334653586256,1.4154555281113421,1.4484102380089905,1.4028545764139475,1.3459630788706223,1.315772806733102,1.4242822854681376,1.1754109044902872,1.4285866981518802,1.4519555428624016,1.403433971672088,1.432387993800524,1.4270211990133908,1.1694675166107102,1.4279022258564695,1.4526832384971893,1.3735469955295,1.4383211822104702
0,EMV,4,1.4952465731216624,1.48506664452881,1.4559661799828703,1.5102939838604117,1.5078541782722874,1.4821813856405786,1.511101295904001,1.4639158178392713,1.4494062804324754,1.3280319632137265,1.4653916592345722,1.2971364693819991,1.4159903109115768,1.4573354663864897,1.4758015814740166,1.4457368677686806,1.4634145505544238,1.3285118706569063,1.494717641724996,1.4873237980379117,1.469544148174136,1.445691765963498
